date,Hobbies_CA_1,Household_1_CA_1,Household_2_CA_1,Foods_1_CA_1,Foods_2_CA_1,Foods_3_CA_1,Hobbies_CA_2,Household_1_CA_2,Household_2_CA_2,Foods_1_CA_2,Foods_2_CA_2,Foods_3_CA_2,Hobbies_CA_3,Household_1_CA_3,Household_2_CA_3,Foods_1_CA_3,Foods_2_CA_3,Foods_3_CA_3
2011-01-29,390.10168731362427,140.01115957883468,98.53662213324841,163.74277386498434,259.12478341928283,1617.8690677734544,334.3768640455087,182.89918355676977,170.2424446613682,44.30093495697727,187.82189595740982,1120.0917967093987,340.16618666581104,220.53676822438146,159.33991299492646,219.9005275016067,321.966862460893,1884.9633736721694
2011-01-30,346.84594828583045,157.5431805316335,93.33637825139054,170.91001818788388,259.14642364764364,1711.5563611320035,290.63908109745705,175.25358779016136,162.7425877521843,47.05023154405386,180.11092839104495,1095.187648550485,344.9348823817188,238.77902970995862,170.75932023287768,241.17295356919243,302.51844300387774,2041.484322455795
2011-01-31,291.28978318434577,80.48954794183227,55.632719567496174,137.15861214745127,141.31393364961397,1086.3141995208205,234.00832378064266,79.76429376460396,96.34403550595664,33.820275810380465,121.40167299277263,712.253949065854,283.42877501909715,173.6554588616678,126.17427492475154,205.6912592690436,221.26742618872723,1576.4369848939946
2011-02-01,277.64177679754147,59.014240973472205,51.01389824440223,118.96343202884155,120.30230247587008,922.2887296725137,225.24261862251478,75.06614529561338,90.9533219253219,32.80425569731535,117.31340519813178,676.4114242584324,265.7520177163022,140.30595680517857,118.30493055820843,190.15361458145546,191.44257303354144,1402.8975049131807
2011-02-02,274.5016450828186,51.024559076378125,50.56849585526862,112.78278205715642,121.9227825351144,899.7711018331611,228.13126186105342,69.44413178835202,91.73292339423821,30.60601119102011,118.90704841385983,672.530133267092,267.16482814839264,129.30458030547035,116.35651011976596,180.0035635196567,184.33087846149968,1326.7708822275665
2011-02-03,280.4353436902003,54.363469163578856,55.53656269851,113.95411350761806,128.1703459526858,927.8559149478453,230.88337066431922,73.64655388537318,92.79552095279423,31.3838830480918,121.64597005304229,696.949524173586,265.4743974235349,123.55479160373693,118.55588480301492,175.20479430694095,192.02597193136947,1318.0260867132963
2011-02-04,324.5688698652259,85.0885478777254,72.77938004733952,130.42466284830505,184.76428831284537,1214.814251117884,267.09714557681457,111.3424404566112,115.96203856696145,32.27566670592646,142.06868709799005,840.1873577197816,293.38477080732565,151.99154472166393,133.02695034470065,178.75834010987396,241.48321455321815,1489.8654842120088
2011-02-05,396.64735494317574,146.77964388585227,102.96852577714752,163.67644989156108,264.62240546111553,1633.3697074116044,336.71501832566787,190.5932460511824,172.00807431813135,42.71613032272622,182.24038906166567,1091.488976021539,338.30699418601256,228.2784935721001,167.35568697565225,214.41419023091183,323.6935688693947,1913.95070951914
2011-02-06,352.7373336310114,164.4897801346558,97.30840420306322,171.7785601576648,262.1704218169332,1722.9632814709698,292.0655598989821,183.4064557548371,163.90865443280762,45.68574592591018,173.52437346504274,1065.0682668785446,342.6661661698424,247.95816416836013,178.59188553700648,236.77372745706094,300.5292575004448,2064.5498386327586
2011-02-07,296.49185025686546,87.51861140575262,59.144717275006826,138.91337006079848,141.7699203416288,1093.0820339713557,234.54821448951904,88.2676518110006,96.9432584478512,32.69427926915288,113.91495242155433,681.0601188221005,280.87020700959624,184.21843319385658,133.7467589955695,202.46173600881795,215.47479858288773,1593.0810801763425
2011-02-08,282.1264283778312,66.02948739094845,54.07701289565955,121.53173955686157,118.15714195788205,923.9968100455571,224.92990966725915,83.80719500439601,91.0304041368531,31.927889424396263,109.04773745627651,644.6100647164058,263.02089348313626,152.16840817254004,125.54497330136053,188.14552801502217,181.85014442417545,1412.7858886183355
2011-02-09,278.2474585882655,57.931135225729044,53.20439549638779,116.07002554604496,117.2048656365545,896.1298092345564,227.0079037812875,78.30819102218436,91.34353019061447,29.983287493588154,109.99737478511021,640.6014994782659,264.37306899405456,142.35289580089827,123.19785099135103,179.2367970787287,171.03459410961824,1329.742031927222
2011-02-10,283.42730440917995,61.06994640453356,57.77644786280732,117.84638807749846,120.9684233257339,918.7098911528498,228.9983583503483,82.5196558491703,92.00502690685603,31.0117817985076,112.23807229505121,665.3756117018798,262.7257885821355,137.6483501165002,124.93982457394978,175.66720903854906,175.21288924274205,1314.0942679879408
